Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
KEGG Pathway,24,ko04722,Neurotrophin signaling pathway,,-3.1,3.7,4.2,20638,121,420,9,2.1,0.71,11848|11857|19165|19353|20111|26396|108058|109905|192656,Rhoa|Arhgdib|Psen2|Rac1|Rps6ka1|Map2k2|Camk2d|Rap1a|Ripk2,-1,MyList
Reactome Gene Sets,6,R-MMU-9675108,Nervous system development,,-3.1,2.7,3.9,20638,257,420,14,3.3,0.88,11465|11848|11853|12517|17698|19165|19353|22151|26396|56443|66340|67399|76709|226548,Actg1|Rhoa|Rhoc|Cd72|Msn|Psen2|Rac1|Tubb2a|Map2k2|Arpc1a|Psenen|Pdlim7|Arpc2|Aph1a,-1,MyList
GO Biological Processes,19,GO:0052548,regulation of endopeptidase activity,,-3.1,2.4,3.8,20638,349,420,17,4,0.96,11848|14082|14751|14775|19141|20111|20719|57320|64704|65106|66340|192656|216869|223453|226548|227753|332579,Rhoa|Fadd|Gpi1|Gpx1|Lgmn|Rps6ka1|Serpinb6a|Park7|Htra2|Arl6ip5|Psenen|Ripk2|Arrb2|Dap|Aph1a|Gsn|Card9,-1,MyList
GO Biological Processes,19,GO:1901068,guanosine-containing compound metabolic process,,-3.1,6.6,4.9,20638,37,420,5,1.2,0.53,11848|56248|76952|105446|213484,Rhoa|Ak3|Nt5c2|Gmpr2|Nudt18,-1,MyList
GO Biological Processes,19,GO:0097242,amyloid-beta clearance,,-3.1,6.6,4.9,20638,37,420,5,1.2,0.53,11816|12273|15979|19326|271457,Apoe|C5ar1|Ifngr1|Rab11b|Rab5a,-1,MyList
GO Biological Processes,19,GO:0032271,regulation of protein polymerization,,-3.1,2.8,3.9,20638,229,420,13,3.1,0.85,11848|12345|13494|19353|23789|23999|56443|72042|74192|76709|227753|242687|260409,Rhoa|Capzb|Drg1|Rac1|Coro1b|Twf2|Arpc1a|Cotl1|Arpc5l|Arpc2|Gsn|Wasf2|Cdc42ep3,-1,MyList
Reactome Gene Sets,6,R-MMU-73887,Death Receptor Signalling,,-3.1,3.6,4.2,20638,122,420,9,2.1,0.71,11848|14082|19165|19353|21937|66340|68585|192656|226548,Rhoa|Fadd|Psen2|Rac1|Tnfrsf1a|Psenen|Rtn4|Ripk2|Aph1a,-1,MyList
GO Biological Processes,19,GO:1902115,regulation of organelle assembly,,-3.1,2.9,4,20638,201,420,12,2.9,0.81,11848|13494|17698|18826|64009|68942|68943|76308|76709|76959|227753|234852,Rhoa|Drg1|Msn|Lcp1|Syne1|Chmp2b|Pink1|Rab1b|Arpc2|Chmp5|Gsn|Chmp1a,-1,MyList
GO Biological Processes,19,GO:0034163,regulation of toll-like receptor 9 signaling pathway,,-3,15,6.3,20638,10,420,3,0.71,0.41,68585|100561|382551,Rtn4|Slc15a4|Cd300ld3,-1,MyList
GO Biological Processes,19,GO:0002084,protein depalmitoylation,,-3,15,6.3,20638,10,420,3,0.71,0.41,18777|19063|76192,Lypla1|Ppt1|Abhd12,-1,MyList
GO Biological Processes,19,GO:0007220,Notch receptor processing,,-3,15,6.3,20638,10,420,3,0.71,0.41,19165|66340|226548,Psen2|Psenen|Aph1a,-1,MyList
Reactome Gene Sets,6,R-MMU-391160,Signal regulatory protein family interactions,,-3,15,6.3,20638,10,420,3,0.71,0.41,16423|23880|381484,Cd47|Fyb|Gm5150,-1,MyList
Reactome Gene Sets,6,R-MMU-193692,Regulated proteolysis of p75NTR,,-3,15,6.3,20638,10,420,3,0.71,0.41,19165|66340|226548,Psen2|Psenen|Aph1a,-1,MyList
GO Biological Processes,19,GO:0098734,macromolecule depalmitoylation,,-3,15,6.3,20638,10,420,3,0.71,0.41,18777|19063|76192,Lypla1|Ppt1|Abhd12,-1,MyList
GO Biological Processes,19,GO:1901069,guanosine-containing compound catabolic process,,-3,15,6.3,20638,10,420,3,0.71,0.41,76952|105446|213484,Nt5c2|Gmpr2|Nudt18,-1,MyList
WikiPathways,27,WP2318,Fatty acid oxidation,,-3,15,6.3,20638,10,420,3,0.71,0.41,11409|15107|52538,Acads|Hadh|Acaa2,-1,MyList
GO Biological Processes,19,GO:0007015,actin filament organization,,-3,2.2,3.7,20638,447,420,20,4.8,1,11465|11848|11853|12345|16423|18826|19201|19353|19354|23789|23999|56212|56443|72042|74192|76709|109624|227753|242687|260409,Actg1|Rhoa|Rhoc|Capzb|Cd47|Lcp1|Pstpip2|Rac1|Rac2|Coro1b|Twf2|Rhog|Arpc1a|Cotl1|Arpc5l|Arpc2|Cald1|Gsn|Wasf2|Cdc42ep3,-1,MyList
Reactome Gene Sets,6,R-MMU-5683057,MAPK family signaling cascades,,-3,2.6,3.8,20638,289,420,15,3.6,0.91,11465|12445|14272|18777|19060|19170|19353|26396|54519|57296|67603|108058|109905|216869|260409,Actg1|Ccnd3|Fnta|Lypla1|Ppp5c|Psmb1|Rac1|Map2k2|Apbb1ip|Psmd8|Dusp6|Camk2d|Rap1a|Arrb2|Cdc42ep3,-1,MyList
KEGG Pathway,24,mmu05418,Fluid shear stress and atherosclerosis,,-3,3.3,4.1,20638,148,420,10,2.4,0.74,11465|11848|14281|15369|16598|19353|19354|21937|22218|66447,Actg1|Rhoa|Fos|Hmox2|Klf2|Rac1|Rac2|Tnfrsf1a|Sumo1|Mgst3,-1,MyList
GO Biological Processes,19,GO:0009151,purine deoxyribonucleotide metabolic process,,-3,8.9,5.4,20638,22,420,4,0.95,0.47,27369|56248|76952|213484,Dguok|Ak3|Nt5c2|Nudt18,-1,MyList
KEGG Pathway,24,mmu04722,Neurotrophin signaling pathway,,-3,3.6,4.2,20638,123,420,9,2.1,0.71,11848|11857|19165|19353|20111|26396|108058|109905|192656,Rhoa|Arhgdib|Psen2|Rac1|Rps6ka1|Map2k2|Camk2d|Rap1a|Ripk2,-1,MyList
KEGG Pathway,24,ko05231,Choline metabolism in cancer,,-3,4,4.3,20638,99,420,8,1.9,0.67,14281|18777|19353|19354|19744|26396|74182|242687,Fos|Lypla1|Rac1|Rac2|Rheb|Map2k2|Gpcpd1|Wasf2,-1,MyList
GO Biological Processes,19,GO:1902905,positive regulation of supramolecular fiber organization,,-3,2.9,3.9,20638,203,420,12,2.9,0.81,11848|11853|13494|16423|19353|23789|56443|74192|76709|227753|242687|260409,Rhoa|Rhoc|Drg1|Cd47|Rac1|Coro1b|Arpc1a|Arpc5l|Arpc2|Gsn|Wasf2|Cdc42ep3,-0.99,MyList
GO Biological Processes,19,GO:0034314,Arp2/3 complex-mediated actin nucleation,,-3,6.5,4.9,20638,38,420,5,1.2,0.53,23789|56443|74192|76709|242687,Coro1b|Arpc1a|Arpc5l|Arpc2|Wasf2,-0.98,MyList
KEGG Pathway,24,mmu05231,Choline metabolism in cancer,,-3,3.9,4.2,20638,100,420,8,1.9,0.67,14281|18777|19353|19354|19744|26396|74182|242687,Fos|Lypla1|Rac1|Rac2|Rheb|Map2k2|Gpcpd1|Wasf2,-0.97,MyList
GO Biological Processes,19,GO:0046395,carboxylic acid catabolic process,,-3,2.9,3.9,20638,204,420,12,2.9,0.81,11409|15107|15488|16922|20280|20524|23986|52538|66841|113868|171210|269823,Acads|Hadh|Hsd17b4|Phyh|Scp2|Slc25a17|Eci2|Acaa2|Etfdh|Acaa1a|Acot2|Pon3,-0.97,MyList
GO Biological Processes,19,GO:0050435,amyloid-beta metabolic process,,-3,5.2,4.5,20638,57,420,6,1.4,0.58,11816|15979|19165|66340|68585|226548,Apoe|Ifngr1|Psen2|Psenen|Rtn4|Aph1a,-0.97,MyList
KEGG Pathway,24,ko01230,Biosynthesis of amino acids,,-3,4.4,4.3,20638,78,420,7,1.7,0.62,13806|13808|14645|21351|69051|108645|433182,Eno1|Eno3|Glul|Taldo1|Pycr2|Mat2b|Eno1b,-0.96,MyList
KEGG Pathway,24,mmu01230,Biosynthesis of amino acids,,-3,4.4,4.3,20638,78,420,7,1.7,0.62,13806|13808|14645|21351|69051|108645|433182,Eno1|Eno3|Glul|Taldo1|Pycr2|Mat2b|Eno1b,-0.96,MyList
WikiPathways,27,WP1272,Selenium Micronutrient Network,,-3,8.5,5.2,20638,23,420,4,0.95,0.47,12359|14775|20363|625249,Cat|Gpx1|Selenop|Gpx4,-0.95,MyList
Reactome Gene Sets,6,R-MMU-5674135,MAP2K and MAPK activation,,-3,6.3,4.8,20638,39,420,5,1.2,0.53,11465|26396|54519|109905|216869,Actg1|Map2k2|Apbb1ip|Rap1a|Arrb2,-0.95,MyList
GO Biological Processes,19,GO:2000008,regulation of protein localization to cell surface,,-3,6.3,4.8,20638,39,420,5,1.2,0.53,15216|17846|19326|76281|230514,Hfe|Commd1|Rab11b|Tax1bp3|Leprot,-0.95,MyList
GO Biological Processes,19,GO:0006897,endocytosis,,-3,1.9,3.5,20638,661,420,26,6.2,1.2,11465|11555|11816|12331|12476|12492|13854|15216|16423|19063|19326|19353|19354|56212|57784|64009|66147|66914|68421|69178|98878|216869|217303|227753|242687|271457,Actg1|Adrb2|Apoe|Cap1|Cd151|Scarb2|Epn1|Hfe|Cd47|Ppt1|Rab11b|Rac1|Rac2|Rhog|Bin3|Syne1|Necap2|Vps28|Lmbrd1|Snx5|Ehd4|Arrb2|Cd300a|Gsn|Wasf2|Rab5a,-0.94,MyList
GO Biological Processes,19,GO:0002704,negative regulation of leukocyte mediated immunity,,-2.9,5.1,4.5,20638,58,420,6,1.4,0.58,15216|16643|26904|65113|216869|217303,Hfe|Klrd1|Sh2d1b1|Ndfip1|Arrb2|Cd300a,-0.94,MyList
GO Biological Processes,19,GO:0052547,regulation of peptidase activity,,-2.9,2.2,3.6,20638,423,420,19,4.5,1,11848|13010|14082|14751|14775|19141|20111|20719|52377|57320|64704|65106|66340|192656|216869|223453|226548|227753|332579,Rhoa|Cst3|Fadd|Gpi1|Gpx1|Lgmn|Rps6ka1|Serpinb6a|Rcn3|Park7|Htra2|Arl6ip5|Psenen|Ripk2|Arrb2|Dap|Aph1a|Gsn|Card9,-0.94,MyList
GO Biological Processes,19,GO:0016236,macroautophagy,,-2.9,2.8,3.8,20638,208,420,12,2.9,0.81,11555|12177|12539|20773|64704|66155|67443|68943|76308|100226|140742|192656,Adrb2|Bnip3l|Cdc37|Sptlc2|Htra2|Ufc1|Map1lc3b|Pink1|Rab1b|Stx12|Sesn1|Ripk2,-0.93,MyList
GO Biological Processes,19,GO:0070997,neuron death,,-2.9,2.2,3.6,20638,425,420,19,4.5,1,11757|11816|11848|12273|14082|14281|14751|14768|14775|16202|19060|19063|19141|21937|57320|65106|68943|216869|226422,Prdx3|Apoe|Rhoa|C5ar1|Fadd|Fos|Gpi1|Lancl1|Gpx1|Ilk|Ppp5c|Ppt1|Lgmn|Tnfrsf1a|Park7|Arl6ip5|Pink1|Arrb2|Rab29,-0.92,MyList
Reactome Gene Sets,6,R-MMU-1251985,Nuclear signaling by ERBB4,,-2.9,13,5.9,20638,11,420,3,0.71,0.41,19165|66340|226548,Psen2|Psenen|Aph1a,-0.92,MyList
GO Biological Processes,19,GO:2000009,negative regulation of protein localization to cell surface,,-2.9,13,5.9,20638,11,420,3,0.71,0.41,17846|76281|230514,Commd1|Tax1bp3|Leprot,-0.92,MyList
GO Biological Processes,19,GO:0043281,regulation of cysteine-type endopeptidase activity involved in apoptotic process,,-2.9,2.8,3.8,20638,209,420,12,2.9,0.81,11848|14751|14775|20111|57320|64704|65106|192656|216869|223453|227753|332579,Rhoa|Gpi1|Gpx1|Rps6ka1|Park7|Htra2|Arl6ip5|Ripk2|Arrb2|Dap|Gsn|Card9,-0.92,MyList
KEGG Pathway,24,mmu05014,Amyotrophic lateral sclerosis (ALS),,-2.9,5,4.4,20638,59,420,6,1.4,0.58,12359|14775|19353|21937|67819|271457,Cat|Gpx1|Rac1|Tnfrsf1a|Derl1|Rab5a,-0.92,MyList
GO Biological Processes,19,GO:0060627,regulation of vesicle-mediated transport,,-2.9,2,3.5,20638,597,420,24,5.7,1.1,11555|11816|12476|12798|15216|16423|17698|17846|18777|19063|19326|19354|26396|64009|66700|66914|72836|98878|109905|216869|217303|226422|271457|381484,Adrb2|Apoe|Cd151|Cnn2|Hfe|Cd47|Msn|Commd1|Lypla1|Ppt1|Rab11b|Rac2|Map2k2|Syne1|Chmp3|Vps28|Pot1b|Ehd4|Rap1a|Arrb2|Cd300a|Rab29|Rab5a|Gm5150,-0.91,MyList
GO Biological Processes,19,GO:0001666,response to hypoxia,,-2.9,2.8,3.8,20638,210,420,12,2.9,0.81,11555|12177|12359|15369|17846|22228|22278|52538|68585|68943|108058|171210,Adrb2|Bnip3l|Cat|Hmox2|Commd1|Ucp2|Usf1|Acaa2|Rtn4|Pink1|Camk2d|Acot2,-0.91,MyList
GO Biological Processes,19,GO:0051881,regulation of mitochondrial membrane potential,,-2.9,4.2,4.2,20638,81,420,7,1.7,0.62,11757|12177|22228|57320|65106|68943|114584,Prdx3|Bnip3l|Ucp2|Park7|Arl6ip5|Pink1|Clic1,-0.91,MyList
GO Biological Processes,19,GO:0009116,nucleoside metabolic process,,-2.9,4.2,4.2,20638,81,420,7,1.7,0.62,11848|27369|56248|67763|76952|105446|213484,Rhoa|Dguok|Ak3|Prpsap1|Nt5c2|Gmpr2|Nudt18,-0.91,MyList
Reactome Gene Sets,6,R-MMU-193704,p75 NTR receptor-mediated signalling,,-2.9,4.2,4.2,20638,81,420,7,1.7,0.62,11848|19165|19353|66340|68585|192656|226548,Rhoa|Psen2|Rac1|Psenen|Rtn4|Ripk2|Aph1a,-0.91,MyList
Reactome Gene Sets,6,R-MMU-2142753,Arachidonic acid metabolism,,-2.9,4.9,4.4,20638,60,420,6,1.4,0.58,14775|16993|269823|319446|330260|625249,Gpx1|Lta4h|Pon3|Dpep2|Pon2|Gpx4,-0.9,MyList
GO Biological Processes,19,GO:0042278,purine nucleoside metabolic process,,-2.9,4.9,4.4,20638,60,420,6,1.4,0.58,11848|27369|56248|76952|105446|213484,Rhoa|Dguok|Ak3|Nt5c2|Gmpr2|Nudt18,-0.9,MyList
GO Biological Processes,19,GO:0042987,amyloid precursor protein catabolic process,,-2.9,4.9,4.4,20638,60,420,6,1.4,0.58,11816|15979|19165|66340|68585|226548,Apoe|Ifngr1|Psen2|Psenen|Rtn4|Aph1a,-0.9,MyList
GO Biological Processes,19,GO:0050900,leukocyte migration,,-2.9,2.3,3.6,20638,364,420,17,4,0.96,11848|12273|14082|16170|16423|17524|17698|19141|19353|19354|20345|22121|27226|56212|68585|106512|217303,Rhoa|C5ar1|Fadd|Il16|Cd47|Mpp1|Msn|Lgmn|Rac1|Rac2|Selplg|Rpl13a|Pla2g7|Rhog|Rtn4|Gpsm3|Cd300a,-0.9,MyList
GO Biological Processes,19,GO:0019692,deoxyribose phosphate metabolic process,,-2.9,6,4.6,20638,41,420,5,1.2,0.53,27369|56248|66588|76952|213484,Dguok|Ak3|Cmpk1|Nt5c2|Nudt18,-0.89,MyList
GO Biological Processes,19,GO:0009394,2'-deoxyribonucleotide metabolic process,,-2.9,6,4.6,20638,41,420,5,1.2,0.53,27369|56248|66588|76952|213484,Dguok|Ak3|Cmpk1|Nt5c2|Nudt18,-0.89,MyList
GO Biological Processes,19,GO:0010942,positive regulation of cell death,,-2.8,1.9,3.4,20638,672,420,26,6.2,1.2,11555|11816|11848|12177|14082|14281|15446|17000|19045|19165|20280|21766|21937|22228|23992|27056|53415|56338|57320|64704|65106|67603|108058|192656|216869|227753,Adrb2|Apoe|Rhoa|Bnip3l|Fadd|Fos|Hpgd|Ltbr|Ppp1ca|Psen2|Scp2|Tex261|Tnfrsf1a|Ucp2|Prkra|Irf5|Htatip2|Txnip|Park7|Htra2|Arl6ip5|Dusp6|Camk2d|Ripk2|Arrb2|Gsn,-0.89,MyList
GO Biological Processes,19,GO:0019068,virion assembly,,-2.8,7.9,4.9,20638,25,420,4,0.95,0.47,11816|66700|68942|76959,Apoe|Chmp3|Chmp2b|Chmp5,-0.86,MyList
GO Biological Processes,19,GO:0097237,cellular response to toxic substance,,-2.8,5.8,4.5,20638,42,420,5,1.2,0.53,11669|14187|57320|68943|140742,Aldh2|Akr1b8|Park7|Pink1|Sesn1,-0.85,MyList
GO Biological Processes,19,GO:0051345,positive regulation of hydrolase activity,,-2.8,2,3.4,20638,537,420,22,5.2,1.1,11555|11848|11853|14082|14272|19141|20163|52377|54152|56212|64704|65106|66340|68943|76281|109905|192656|217303|223453|226548|227753|332579,Adrb2|Rhoa|Rhoc|Fadd|Fnta|Lgmn|Rsu1|Rcn3|Dnal4|Rhog|Htra2|Arl6ip5|Psenen|Pink1|Tax1bp3|Rap1a|Ripk2|Cd300a|Dap|Aph1a|Gsn|Card9,-0.85,MyList
Reactome Gene Sets,6,R-MMU-1679131,Trafficking and processing of endosomal TLR,,-2.8,12,5.6,20638,12,420,3,0.71,0.41,19141|72029|170744,Lgmn|Cnpy3|Tlr8,-0.85,MyList
Reactome Gene Sets,6,R-MMU-390247,Beta-oxidation of very long chain fatty acids,,-2.8,12,5.6,20638,12,420,3,0.71,0.41,15488|23986|113868,Hsd17b4|Eci2|Acaa1a,-0.85,MyList
KEGG Pathway,24,mmu_M00004,Pentose phosphate pathway (Pentose phosphate cycle),,-2.8,12,5.6,20638,12,420,3,0.71,0.41,14751|21351|66171,Gpi1|Taldo1|Pgls,-0.85,MyList
KEGG Pathway,24,M00004,Pentose phosphate pathway (Pentose phosphate cycle),,-2.8,12,5.6,20638,12,420,3,0.71,0.41,14751|21351|66171,Gpi1|Taldo1|Pgls,-0.85,MyList
GO Biological Processes,19,GO:0051402,neuron apoptotic process,,-2.8,2.4,3.6,20638,306,420,15,3.6,0.91,11757|11816|11848|12273|14082|14751|14768|14775|16202|19063|19141|21937|57320|68943|216869,Prdx3|Apoe|Rhoa|C5ar1|Fadd|Gpi1|Lancl1|Gpx1|Ilk|Ppt1|Lgmn|Tnfrsf1a|Park7|Pink1|Arrb2,-0.85,MyList
Reactome Gene Sets,6,R-MMU-187037,Signaling by NTRK1 (TRKA),,-2.8,4.8,4.3,20638,62,420,6,1.4,0.58,11848|20111|26396|54152|67603|109905,Rhoa|Rps6ka1|Map2k2|Dnal4|Dusp6|Rap1a,-0.85,MyList
GO Biological Processes,19,GO:0043524,negative regulation of neuron apoptotic process,,-2.8,2.9,3.7,20638,187,420,11,2.6,0.78,11757|11816|11848|12273|14751|16202|19063|19141|57320|68943|216869,Prdx3|Apoe|Rhoa|C5ar1|Gpi1|Ilk|Ppt1|Lgmn|Park7|Pink1|Arrb2,-0.85,MyList
KEGG Pathway,24,ko04962,Vasopressin-regulated water reabsorption,,-2.8,5.7,4.5,20638,43,420,5,1.2,0.53,11857|19326|59288|69654|271457,Arhgdib|Rab11b|Dctn5|Dctn2|Rab5a,-0.82,MyList
KEGG Pathway,24,mmu04962,Vasopressin-regulated water reabsorption,,-2.8,5.7,4.5,20638,43,420,5,1.2,0.53,11857|19326|59288|69654|271457,Arhgdib|Rab11b|Dctn5|Dctn2|Rab5a,-0.82,MyList
GO Biological Processes,19,GO:0016239,positive regulation of macroautophagy,,-2.8,4.7,4.2,20638,63,420,6,1.4,0.58,11555|12177|20773|68943|140742|192656,Adrb2|Bnip3l|Sptlc2|Pink1|Sesn1|Ripk2,-0.82,MyList
Reactome Gene Sets,6,R-MMU-195258,RHO GTPase Effectors,,-2.8,2.4,3.5,20638,309,420,15,3.6,0.91,11465|11848|11853|12237|15270|19353|19354|22151|22629|56212|56443|67938|76281|76709|242687,Actg1|Rhoa|Rhoc|Bub3|H2ax|Rac1|Rac2|Tubb2a|Ywhah|Rhog|Arpc1a|Myl12b|Tax1bp3|Arpc2|Wasf2,-0.82,MyList
GO Biological Processes,19,GO:0090169,regulation of spindle assembly,,-2.8,7.6,4.8,20638,26,420,4,0.95,0.47,13494|68942|76959|234852,Drg1|Chmp2b|Chmp5|Chmp1a,-0.82,MyList
GO Biological Processes,19,GO:0000423,mitophagy,,-2.8,7.6,4.8,20638,26,420,4,0.95,0.47,12539|64704|67443|68943,Cdc37|Htra2|Map1lc3b|Pink1,-0.82,MyList
Reactome Gene Sets,6,R-MMU-8856828,Clathrin-mediated endocytosis,,-2.7,3.3,3.8,20638,135,420,9,2.1,0.71,11465|11555|12492|13854|56443|66147|76709|216869|271457,Actg1|Adrb2|Scarb2|Epn1|Arpc1a|Necap2|Arpc2|Arrb2|Rab5a,-0.82,MyList
GO Biological Processes,19,GO:0030162,regulation of proteolysis,,-2.7,1.8,3.3,20638,721,420,27,6.4,1.2,11816|11848|13010|14082|14751|14775|15216|17846|19141|19165|20111|20719|22218|52377|52551|56374|57320|64704|65106|66340|76524|192656|216869|223453|226548|227753|332579,Apoe|Rhoa|Cst3|Fadd|Gpi1|Gpx1|Hfe|Commd1|Lgmn|Psen2|Rps6ka1|Serpinb6a|Sumo1|Rcn3|Sgta|Tmem59|Park7|Htra2|Arl6ip5|Psenen|Cln6|Ripk2|Arrb2|Dap|Aph1a|Gsn|Card9,-0.81,MyList
GO Biological Processes,19,GO:0031329,regulation of cellular catabolic process,,-2.7,1.8,3.3,20638,722,420,27,6.4,1.2,11555|11816|12177|12492|12696|13010|14775|15216|17698|17846|19025|19045|19165|20773|22218|22695|52551|56374|57320|66853|67171|68943|140742|192656|223453|231871|381629,Adrb2|Apoe|Bnip3l|Scarb2|Cirbp|Cst3|Gpx1|Hfe|Msn|Commd1|Ctsa|Ppp1ca|Psen2|Sptlc2|Sumo1|Zfp36|Sgta|Tmem59|Park7|Pnpla2|Dram2|Pink1|Sesn1|Ripk2|Dap|Daglb|Atraid,-0.8,MyList
GO Biological Processes,19,GO:0043112,receptor metabolic process,,-2.7,2.8,3.7,20638,191,420,11,2.6,0.78,11816|14272|19141|19165|19326|64009|68421|76959|216869|226422|271457,Apoe|Fnta|Lgmn|Psen2|Rab11b|Syne1|Lmbrd1|Chmp5|Arrb2|Rab29|Rab5a,-0.8,MyList
GO Biological Processes,19,GO:0009185,ribonucleoside diphosphate metabolic process,,-2.7,3.5,3.9,20638,111,420,8,1.9,0.67,13806|13808|14635|14751|56248|66588|213484|433182,Eno1|Eno3|Galk1|Gpi1|Ak3|Cmpk1|Nudt18|Eno1b,-0.79,MyList
KEGG Pathway,24,ko04666,Fc gamma R-mediated phagocytosis,,-2.7,4,4,20638,87,420,7,1.7,0.62,19353|19354|56443|74192|76709|227753|242687,Rac1|Rac2|Arpc1a|Arpc5l|Arpc2|Gsn|Wasf2,-0.79,MyList
GO Biological Processes,19,GO:0051495,positive regulation of cytoskeleton organization,,-2.7,2.7,3.6,20638,221,420,12,2.9,0.81,11848|11853|13494|16423|19353|23789|56443|74192|76709|227753|242687|260409,Rhoa|Rhoc|Drg1|Cd47|Rac1|Coro1b|Arpc1a|Arpc5l|Arpc2|Gsn|Wasf2|Cdc42ep3,-0.79,MyList
GO Biological Processes,19,GO:0051603,proteolysis involved in cellular protein catabolic process,,-2.7,1.8,3.3,20638,726,420,27,6.4,1.2,11816|14775|14794|15216|17846|19141|19165|19170|22218|24017|28000|52377|52551|56464|57296|57320|59008|65113|66914|67819|68718|68889|69459|70510|81018|108687|216869,Apoe|Gpx1|Spsb2|Hfe|Commd1|Lgmn|Psen2|Psmb1|Sumo1|Rnf13|Prpf19|Rcn3|Sgta|Ctsf|Psmd8|Park7|Anapc5|Ndfip1|Vps28|Derl1|Rnf166|Ubac2|Ubl7|Rnf167|Rnf114|Edem2|Arrb2,-0.79,MyList
KEGG Pathway,24,mmu_M00001,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",,-2.7,7.3,4.7,20638,27,420,4,0.95,0.47,13806|13808|14751|433182,Eno1|Eno3|Gpi1|Eno1b,-0.79,MyList
KEGG Pathway,24,M00001,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",,-2.7,7.3,4.7,20638,27,420,4,0.95,0.47,13806|13808|14751|433182,Eno1|Eno3|Gpi1|Eno1b,-0.79,MyList
KEGG Pathway,24,M00002,"Glycolysis, core module involving three-carbon compounds",,-2.7,11,5.4,20638,13,420,3,0.71,0.41,13806|13808|433182,Eno1|Eno3|Eno1b,-0.79,MyList
KEGG Pathway,24,mmu_M00087,beta-Oxidation,,-2.7,11,5.4,20638,13,420,3,0.71,0.41,15107|52538|113868,Hadh|Acaa2|Acaa1a,-0.79,MyList
KEGG Pathway,24,M00087,beta-Oxidation,,-2.7,11,5.4,20638,13,420,3,0.71,0.41,15107|52538|113868,Hadh|Acaa2|Acaa1a,-0.79,MyList
Reactome Gene Sets,6,R-MMU-400685,Sema4D in semaphorin signaling,,-2.7,11,5.4,20638,13,420,3,0.71,0.41,11848|11853|19353,Rhoa|Rhoc|Rac1,-0.79,MyList
KEGG Pathway,24,mmu_M00002,"Glycolysis, core module involving three-carbon compounds",,-2.7,11,5.4,20638,13,420,3,0.71,0.41,13806|13808|433182,Eno1|Eno3|Eno1b,-0.79,MyList
GO Biological Processes,19,GO:0008631,intrinsic apoptotic signaling pathway in response to oxidative stress,,-2.7,5.5,4.3,20638,45,420,5,1.2,0.53,11669|14775|57320|65106|68943,Aldh2|Gpx1|Park7|Arl6ip5|Pink1,-0.77,MyList
GO Biological Processes,19,GO:0002224,toll-like receptor signaling pathway,,-2.7,3.5,3.8,20638,113,420,8,1.9,0.67,68585|83490|100561|170744|192656|216869|217303|382551,Rtn4|Pik3ap1|Slc15a4|Tlr8|Ripk2|Arrb2|Cd300a|Cd300ld3,-0.76,MyList
GO Biological Processes,19,GO:0014812,muscle cell migration,,-2.7,3.5,3.8,20638,113,420,8,1.9,0.67,11848|16202|23789|57784|76709|108058|233571|271457,Rhoa|Ilk|Coro1b|Bin3|Arpc2|Camk2d|P2ry6|Rab5a,-0.76,MyList
GO Biological Processes,19,GO:1902903,regulation of supramolecular fiber organization,,-2.7,2.2,3.4,20638,381,420,17,4,0.96,11465|11816|11848|11853|12345|13494|16423|19353|23789|23999|56443|72042|74192|76709|227753|242687|260409,Actg1|Apoe|Rhoa|Rhoc|Capzb|Drg1|Cd47|Rac1|Coro1b|Twf2|Arpc1a|Cotl1|Arpc5l|Arpc2|Gsn|Wasf2|Cdc42ep3,-0.76,MyList
KEGG Pathway,24,ko00010,Glycolysis / Gluconeogenesis,,-2.7,4.5,4.1,20638,66,420,6,1.4,0.58,11669|13806|13808|14751|56752|433182,Aldh2|Eno1|Eno3|Gpi1|Aldh9a1|Eno1b,-0.76,MyList
Reactome Gene Sets,6,R-MMU-3700989,Transcriptional Regulation by TP53,,-2.7,2.4,3.5,20638,285,420,14,3.3,0.88,12177|12572|14751|19079|19646|19744|20463|20922|20930|22629|66420|68742|140742|219024,Bnip3l|Cdk7|Gpi1|Prkab1|Rbbp4|Rheb|Cox7a2l|Supt4a|Surf1|Ywhah|Polr2e|Tmem219|Sesn1|Pip4p1,-0.76,MyList
KEGG Pathway,24,mmu04666,Fc gamma R-mediated phagocytosis,,-2.6,3.9,3.9,20638,89,420,7,1.7,0.62,19353|19354|56443|74192|76709|227753|242687,Rac1|Rac2|Arpc1a|Arpc5l|Arpc2|Gsn|Wasf2,-0.76,MyList
Reactome Gene Sets,6,R-MMU-446203,Asparagine N-linked glycosylation,,-2.6,2.5,3.5,20638,255,420,13,3.1,0.85,12345|19025|22151|54613|57357|59288|66174|67819|68137|69654|71665|76308|245828,Capzb|Ctsa|Tubb2a|St3gal6|Srd5a3|Dctn5|Nudt14|Derl1|Kdelr1|Dctn2|Fuca1|Rab1b|Trappc1,-0.75,MyList
