Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0035278,miRNA mediated inhibition of translation,,-3.2,7,5.2,20638,26,564,5,0.89,0.39,13209|74203|213988|233833|239528,Ddx6|Eif4enif1|Tnrc6b|Tnrc6a|Ago2,-1.5,MyList
GO Biological Processes,19,GO:2000403,positive regulation of lymphocyte migration,,-3.2,5.6,4.9,20638,39,564,6,1.1,0.43,12772|16401|16416|19229|20737|232341,Ccr2|Itga4|Itgb3|Ptk2b|Spn|Wnk1,-1.5,MyList
GO Biological Processes,19,GO:0033144,negative regulation of intracellular steroid hormone receptor signaling pathway,,-3.2,5.6,4.9,20638,39,564,6,1.1,0.43,13132|16969|20185|20602|77889|234594,Dab2|Zbtb7a|Ncor1|Ncor2|Lbh|Cnot1,-1.5,MyList
Reactome Gene Sets,6,R-MMU-5674135,MAP2K and MAPK activation,,-3.2,5.6,4.9,20638,39,564,6,1.1,0.43,14268|16416|16653|17169|22330|29875,Fn1|Itgb3|Kras|Mark3|Vcl|Iqgap1,-1.5,MyList
GO Biological Processes,19,GO:2000117,negative regulation of cysteine-type endopeptidase activity,,-3.2,3.8,4.4,20638,87,564,9,1.6,0.53,11651|11798|12380|13205|15511|17395|17951|110355|328572,Akt1|Xiap|Cast|Ddx3x|Hspa1b|Mmp9|Naip5|Grk2|Ep300,-1.5,MyList
GO Biological Processes,19,GO:0042093,T-helper cell differentiation,,-3.2,4.2,4.5,20638,70,564,8,1.4,0.5,12772|16194|16364|19401|20737|20852|108655|381305,Ccr2|Il6ra|Irf4|Rara|Spn|Stat6|Foxp1|Rc3h1,-1.5,MyList
GO Biological Processes,19,GO:0046579,positive regulation of Ras protein signal transduction,,-3.2,4.2,4.5,20638,70,564,8,1.4,0.5,16653|18129|26921|30955|56392|64095|75547|94176,Kras|Notch2|Map4k4|Pik3cg|Shoc2|Gpr35|Akap13|Dock2,-1.5,MyList
GO Biological Processes,19,GO:0046834,lipid phosphorylation,,-3.2,4.7,4.6,20638,54,564,7,1.2,0.47,18707|30955|54607|84652|192157|225049|233789,Pik3cd|Pik3cg|Socs6|Fam126a|Socs7|Ttc7|Smg1,-1.5,MyList
GO Biological Processes,19,GO:0016571,histone methylation,,-3.2,3,4.1,20638,145,564,12,2.1,0.61,12914|22083|52615|69188|75410|94246|99982|116848|208043|214133|235626|381022,Crebbp|Ctr9|Suz12|Kmt2e|Kmt2b|Arid4b|Kdm1a|Baz2a|Setd1b|Tet2|Setd2|Kmt2d,-1.5,MyList
GO Biological Processes,19,GO:0106106,cold-induced thermogenesis,,-3.2,3,4.1,20638,145,564,12,2.1,0.61,12608|12767|12772|16364|19645|20852|99982|105171|170439|232791|240028|329003,Cebpb|Cxcr4|Ccr2|Irf4|Rb1|Stat6|Kdm1a|Arrdc3|Elovl6|Cnot3|Lnpep|Zfp516,-1.5,MyList
GO Biological Processes,19,GO:0120161,regulation of cold-induced thermogenesis,,-3.2,3,4.1,20638,145,564,12,2.1,0.61,12608|12767|12772|16364|19645|20852|99982|105171|170439|232791|240028|329003,Cebpb|Cxcr4|Ccr2|Irf4|Rb1|Stat6|Kdm1a|Arrdc3|Elovl6|Cnot3|Lnpep|Zfp516,-1.5,MyList
GO Biological Processes,19,GO:0008285,negative regulation of cell population proliferation,,-3.2,1.8,3.6,20638,713,564,35,6.2,1,12043|12398|12399|12608|13046|13132|13383|16331|16601|16923|17395|18226|18519|18569|18782|19015|19211|19229|19271|19401|19411|19645|20737|22668|24071|50794|52615|54354|54601|79264|193385|211770|320795|338467|381305,Bcl2|Cbfa2t3|Runx3|Cebpb|Celf1|Dab2|Dlg1|Inpp5d|Klf9|Sh2b3|Mmp9|Nup62|Kat2b|Pdcd4|Pla2g2d|Ppard|Pten|Ptk2b|Ptprj|Rara|Rarg|Rb1|Spn|Sf1|Synj2bp|Klf13|Suz12|Rassf5|Foxo4|Krit1|Ripor2|Trib1|Pkn1|Morc3|Rc3h1,-1.5,MyList
GO Biological Processes,19,GO:0060560,developmental growth involved in morphogenesis,,-3.2,2.4,3.9,20638,277,564,18,3.2,0.74,12767|14042|14268|16401|16971|17356|19411|20496|22284|22330|29875|56177|71436|71955|77300|99982|216344|328572,Cxcr4|Ext1|Fn1|Itga4|Lrp1|Afdn|Rarg|Slc12a2|Usp9x|Vcl|Iqgap1|Olfm1|Flrt3|Ist1|Raph1|Kdm1a|Rab21|Ep300,-1.5,MyList
GO Biological Processes,19,GO:0035022,positive regulation of Rac protein signal transduction,,-3.2,16,6.5,20638,7,564,3,0.53,0.31,16653|30955|94176,Kras|Pik3cg|Dock2,-1.5,MyList
Reactome Gene Sets,6,R-MMU-426496,Post-transcriptional silencing by small RNAs,,-3.2,16,6.5,20638,7,564,3,0.53,0.31,213988|233833|239528,Tnrc6b|Tnrc6a|Ago2,-1.5,MyList
GO Biological Processes,19,GO:0070661,leukocyte proliferation,,-3.2,2.2,3.8,20638,349,564,21,3.7,0.8,12043|12608|12767|12772|13383|14360|16195|16331|16408|16409|18782|19264|19290|20663|20737|21938|56501|94176|193385|320795|381305,Bcl2|Cebpb|Cxcr4|Ccr2|Dlg1|Fyn|Il6st|Inpp5d|Itgal|Itgam|Pla2g2d|Ptprc|Pura|Sos2|Spn|Tnfrsf1b|Elf4|Dock2|Ripor2|Pkn1|Rc3h1,-1.5,MyList
GO Biological Processes,19,GO:0071363,cellular response to growth factor stimulus,,-3.2,1.8,3.6,20638,633,564,32,5.7,0.97,11479|11651|11783|12193|12402|12914|12928|13132|13179|13653|14042|14182|14360|16416|16969|18033|18129|18569|18707|19248|21413|22284|26401|29875|50523|68169|71436|72349|110355|320150|328365|328572,Acvr1b|Akt1|Apaf1|Zfp36l2|Cbl|Crebbp|Crk|Dab2|Dcn|Egr1|Ext1|Fgfr1|Fyn|Itgb3|Zbtb7a|Nfkb1|Notch2|Pdcd4|Pik3cd|Ptpn12|Tcf4|Usp9x|Map3k1|Iqgap1|Lats2|Ndnf|Flrt3|Dusp3|Grk2|Zdhhc17|Zmiz1|Ep300,-1.5,MyList
GO Biological Processes,19,GO:0030855,epithelial cell differentiation,,-3.2,1.8,3.6,20638,633,564,32,5.7,0.97,12608|12767|13132|14042|14182|16150|16195|17356|17395|18129|19058|19224|19401|19411|19878|20602|22234|22330|26401|50523|50918|72007|74206|77889|94192|94246|108655|192176|193385|214597|224902|225876,Cebpb|Cxcr4|Dab2|Ext1|Fgfr1|Ikbkb|Il6st|Afdn|Mmp9|Notch2|Ppp3r1|Ptgs1|Rara|Rarg|Rock2|Ncor2|Ugcg|Vcl|Map3k1|Lats2|Myadm|Fndc3b|Sipa1l3|Lbh|C1galt1|Arid4b|Foxp1|Flna|Ripor2|Sidt2|Safb2|Kdm2a,-1.5,MyList
GO Biological Processes,19,GO:0042113,B cell activation,,-3.2,2.1,3.7,20638,424,564,24,4.3,0.85,12043|12193|16071|16331|16969|18129|18707|18987|19229|19264|19271|20687|20852|22632|22778|74039|108655|110785|110786|242248|320795|320940|328572|381305,Bcl2|Zfp36l2|Igkc|Inpp5d|Zbtb7a|Notch2|Pik3cd|Pou2f2|Ptk2b|Ptprc|Ptprj|Sp3|Stat6|Yy1|Ikzf1|Nfam1|Foxp1|Iglc1|Iglc2|Bank1|Pkn1|Atp11c|Ep300|Rc3h1,-1.5,MyList
GO Biological Processes,19,GO:1901342,regulation of vasculature development,,-3.2,2.3,3.8,20638,302,564,19,3.4,0.76,12767|12772|13058|13179|16416|17395|18707|19229|19878|20130|20496|20683|21413|24071|54601|70097|79264|112405|239528,Cxcr4|Ccr2|Cybb|Dcn|Itgb3|Mmp9|Pik3cd|Ptk2b|Rock2|Rras|Slc12a2|Sp1|Tcf4|Synj2bp|Foxo4|Sash1|Krit1|Egln1|Ago2,-1.5,MyList
GO Biological Processes,19,GO:1990869,cellular response to chemokine,,-3.2,4.1,4.4,20638,71,564,8,1.4,0.5,12767|16923|19229|20496|64095|110355|193385|232341,Cxcr4|Sh2b3|Ptk2b|Slc12a2|Gpr35|Grk2|Ripor2|Wnk1,-1.5,MyList
GO Biological Processes,19,GO:1990868,response to chemokine,,-3.2,4.1,4.4,20638,71,564,8,1.4,0.5,12767|16923|19229|20496|64095|110355|193385|232341,Cxcr4|Sh2b3|Ptk2b|Slc12a2|Gpr35|Grk2|Ripor2|Wnk1,-1.5,MyList
GO Biological Processes,19,GO:0002294,"CD4-positive, alpha-beta T cell differentiation involved in immune response",,-3.2,4.1,4.4,20638,71,564,8,1.4,0.5,12772|16194|16364|19401|20737|20852|108655|381305,Ccr2|Il6ra|Irf4|Rara|Spn|Stat6|Foxp1|Rc3h1,-1.5,MyList
GO Biological Processes,19,GO:0048145,regulation of fibroblast proliferation,,-3.2,3.4,4.2,20638,107,564,10,1.8,0.56,14123|14268|16416|17395|72007|78783|110355|218914|328365|338467,Fbrs|Fn1|Itgb3|Mmp9|Fndc3b|Brpf1|Grk2|Wapl|Zmiz1|Morc3,-1.5,MyList
KEGG Pathway,24,ko04668,TNF signaling pathway,,-3.2,3.4,4.2,20638,107,564,10,1.8,0.56,11651|12608|16150|17395|18033|18707|21938|26400|53859|68652,Akt1|Cebpb|Ikbkb|Mmp9|Nfkb1|Pik3cd|Tnfrsf1b|Map2k7|Map3k14|Tab2,-1.5,MyList
GO Biological Processes,19,GO:0010564,regulation of cell cycle process,,-3.2,1.9,3.6,20638,608,564,31,5.5,0.96,11651|12043|12193|12380|12795|12914|13046|13205|13383|14182|15511|17245|18226|18519|18763|19211|19645|19878|26554|52468|54601|66917|69188|83946|103573|109019|193385|215351|216965|218914|235626,Akt1|Bcl2|Zfp36l2|Cast|Plk3|Crebbp|Celf1|Ddx3x|Dlg1|Fgfr1|Hspa1b|Mdm1|Nup62|Kat2b|Pkd1|Pten|Rb1|Rock2|Cul3|Ctdsp2|Foxo4|Chordc1|Kmt2e|Phip|Xpo1|Nabp1|Ripor2|Senp6|Taok1|Wapl|Setd2,-1.5,MyList
GO Biological Processes,19,GO:0040033,"negative regulation of translation, ncRNA-mediated",,-3.1,6.8,5,20638,27,564,5,0.89,0.39,13209|74203|213988|233833|239528,Ddx6|Eif4enif1|Tnrc6b|Tnrc6a|Ago2,-1.5,MyList
GO Biological Processes,19,GO:0045974,"regulation of translation, ncRNA-mediated",,-3.1,6.8,5,20638,27,564,5,0.89,0.39,13209|74203|213988|233833|239528,Ddx6|Eif4enif1|Tnrc6b|Tnrc6a|Ago2,-1.5,MyList
Reactome Gene Sets,6,R-MMU-9006934,Signaling by Receptor Tyrosine Kinases,,-3.1,2.1,3.7,20638,402,564,23,4.1,0.83,11651|11772|12402|12928|13058|13367|14159|14182|14268|14360|16416|16653|16923|17395|19053|19229|19248|19271|19878|20852|71436|72349|140579,Akt1|Ap2a2|Cbl|Crk|Cybb|Diaph1|Fes|Fgfr1|Fn1|Fyn|Itgb3|Kras|Sh2b3|Mmp9|Ppp2cb|Ptk2b|Ptpn12|Ptprj|Rock2|Stat6|Flrt3|Dusp3|Elmo2,-1.5,MyList
KEGG Pathway,24,ko05145,Toxoplasmosis,,-3.1,3.4,4.2,20638,108,564,10,1.8,0.56,11651|11798|12043|14678|15511|16150|16154|18033|30955|68652,Akt1|Xiap|Bcl2|Gnai2|Hspa1b|Ikbkb|Il10ra|Nfkb1|Pik3cg|Tab2,-1.5,MyList
GO Biological Processes,19,GO:0048024,"regulation of mRNA splicing, via spliceosome",,-3.1,3.4,4.2,20638,108,564,10,1.8,0.56,13046|13548|16969|19317|20637|20658|22668|56758|72289|230257,Celf1|Dyrk1a|Zbtb7a|Qk|Snrnp70|Son|Sf1|Mbnl1|Malat1|Ptbp3,-1.5,MyList
GO Biological Processes,19,GO:0010595,positive regulation of endothelial cell migration,,-3.1,3.4,4.2,20638,108,564,10,1.8,0.56,11651|14182|16416|18707|19229|19878|20130|20683|30955|70097,Akt1|Fgfr1|Itgb3|Pik3cd|Ptk2b|Rock2|Rras|Sp1|Pik3cg|Sash1,-1.5,MyList
Reactome Gene Sets,6,R-MMU-8939211,ESR-mediated signaling,,-3.1,2.7,3.9,20638,190,564,14,2.5,0.66,11651|14678|16589|16653|17395|18519|20683|22282|22632|99982|103573|228913|319171|328572,Akt1|Gnai2|Uhmk1|Kras|Mmp9|Kat2b|Sp1|Usf2|Yy1|Kdm1a|Xpo1|Zfp217|H2ac24|Ep300,-1.5,MyList
GO Biological Processes,19,GO:0002293,alpha-beta T cell differentiation involved in immune response,,-3.1,4.1,4.4,20638,72,564,8,1.4,0.5,12772|16194|16364|19401|20737|20852|108655|381305,Ccr2|Il6ra|Irf4|Rara|Spn|Stat6|Foxp1|Rc3h1,-1.5,MyList
KEGG Pathway,24,ko04520,Adherens junction,,-3.1,4.1,4.4,20638,72,564,8,1.4,0.5,12914|14182|14360|17356|19271|22330|29875|328572,Crebbp|Fgfr1|Fyn|Afdn|Ptprj|Vcl|Iqgap1|Ep300,-1.5,MyList
GO Biological Processes,19,GO:0006935,chemotaxis,,-3.1,1.9,3.6,20638,611,564,31,5.5,0.96,12399|12767|12772|12928|13618|14042|14159|14182|14268|16172|16409|16416|16971|18707|18720|19229|19271|20320|20496|30955|64095|71436|72349|93726|94176|108655|140579|193385|217835|228994|232341,Runx3|Cxcr4|Ccr2|Crk|Ednrb|Ext1|Fes|Fgfr1|Fn1|Il17ra|Itgam|Itgb3|Lrp1|Pik3cd|Pip5k1a|Ptk2b|Ptprj|Nptn|Slc12a2|Pik3cg|Gpr35|Flrt3|Dusp3|Rnase2a|Dock2|Foxp1|Elmo2|Ripor2|Rin3|Ythdf1|Wnk1,-1.5,MyList
GO Biological Processes,19,GO:0032688,negative regulation of interferon-beta production,,-3.1,9.1,5.5,20638,16,564,4,0.71,0.35,12914|19043|22632|245860,Crebbp|Ppm1b|Yy1|Atg9a,-1.5,MyList
Reactome Gene Sets,6,R-MMU-5621575,CD209 (DC-SIGN) signaling,,-3.1,9.1,5.5,20638,16,564,4,0.71,0.35,14360|16653|18033|328572,Fyn|Kras|Nfkb1|Ep300,-1.5,MyList
GO Biological Processes,19,GO:0071243,cellular response to arsenic-containing substance,,-3.1,9.1,5.5,20638,16,564,4,0.71,0.35,13205|17347|67760|231207,Ddx3x|Mknk2|Slc38a2|Cpeb2,-1.5,MyList
GO Biological Processes,19,GO:0045947,negative regulation of translational initiation,,-3.1,9.1,5.5,20638,16,564,4,0.71,0.35,13688|19401|239528|242248,Eif4ebp2|Rara|Ago2|Bank1,-1.5,MyList
GO Biological Processes,19,GO:0060766,negative regulation of androgen receptor signaling pathway,,-3.1,9.1,5.5,20638,16,564,4,0.71,0.35,13132|16969|20185|20602,Dab2|Zbtb7a|Ncor1|Ncor2,-1.5,MyList
GO Biological Processes,19,GO:0106070,regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway,,-3.1,9.1,5.5,20638,16,564,4,0.71,0.35,14678|105171|110355|606496,Gnai2|Arrdc3|Grk2|Gsk3a,-1.5,MyList
GO Biological Processes,19,GO:0048638,regulation of developmental growth,,-3.1,2.1,3.7,20638,403,564,23,4.1,0.83,11651|12043|12767|13046|13383|14182|14268|16971|17356|19015|19211|20185|22632|22778|50523|56177|71955|74493|108655|216344|226844|328572|606496,Akt1|Bcl2|Cxcr4|Celf1|Dlg1|Fgfr1|Fn1|Lrp1|Afdn|Ppard|Pten|Ncor1|Yy1|Ikzf1|Lats2|Olfm1|Ist1|Tnks2|Foxp1|Rab21|Flvcr1|Ep300|Gsk3a,-1.5,MyList
GO Biological Processes,19,GO:1903312,negative regulation of mRNA metabolic process,,-3.1,3.7,4.2,20638,90,564,9,1.6,0.53,11991|13548|19317|22083|74203|212943|230257|230908|233908,Hnrnpd|Dyrk1a|Qk|Ctr9|Eif4enif1|Tent5a|Ptbp3|Tardbp|Fus,-1.5,MyList
GO Biological Processes,19,GO:0051568,histone H3-K4 methylation,,-3.1,4.6,4.5,20638,56,564,7,1.2,0.47,22083|69188|75410|99982|208043|214133|381022,Ctr9|Kmt2e|Kmt2b|Kdm1a|Setd1b|Tet2|Kmt2d,-1.5,MyList
GO Biological Processes,19,GO:0043065,positive regulation of apoptotic process,,-3.1,1.9,3.6,20638,586,564,30,5.3,0.94,11651|11783|12399|13205|13653|16331|16401|16409|17395|18129|18569|18707|18759|19211|19264|19411|20874|21938|26400|26403|26943|50523|54711|56177|56353|56462|83925|110355|112405|606496,Akt1|Apaf1|Runx3|Ddx3x|Egr1|Inpp5d|Itga4|Itgam|Mmp9|Notch2|Pdcd4|Pik3cd|Prkci|Pten|Ptprc|Rarg|Slk|Tnfrsf1b|Map2k7|Map3k11|Serinc3|Lats2|Plagl2|Olfm1|Rybp|Mtch1|Trps1|Grk2|Egln1|Gsk3a,-1.5,MyList
GO Biological Processes,19,GO:0061448,connective tissue development,,-3.1,2.3,3.8,20638,282,564,18,3.2,0.74,12399|13653|14042|14182|16194|16416|16969|17261|18763|19015|19401|19411|70661|81004|83925|105171|328572|329003,Runx3|Egr1|Ext1|Fgfr1|Il6ra|Itgb3|Zbtb7a|Mef2d|Pkd1|Ppard|Rara|Rarg|Sik3|Tbl1xr1|Trps1|Arrdc3|Ep300|Zfp516,-1.5,MyList
GO Biological Processes,19,GO:0048871,multicellular organismal homeostasis,,-3.1,1.9,3.6,20638,533,564,28,5,0.91,11717|12043|12608|12725|12767|12772|13618|13653|14042|16331|16364|16416|16653|17196|17245|19224|19229|19645|20496|20852|22234|99982|105171|170439|210029|232791|240028|329003,Ampd3|Bcl2|Cebpb|Clcn3|Cxcr4|Ccr2|Ednrb|Egr1|Ext1|Inpp5d|Irf4|Itgb3|Kras|Mbp|Mdm1|Ptgs1|Ptk2b|Rb1|Slc12a2|Stat6|Ugcg|Kdm1a|Arrdc3|Elovl6|Metrnl|Cnot3|Lnpep|Zfp516,-1.5,MyList
Reactome Gene Sets,6,R-MMU-5675221,Negative regulation of MAPK pathway,,-3.1,5.4,4.7,20638,41,564,6,1.1,0.43,16653|17169|19053|26931|70686|226849,Kras|Mark3|Ppp2cb|Ppp2r5c|Dusp16|Ppp2r5a,-1.5,MyList
GO Biological Processes,19,GO:0009611,response to wounding,,-3.1,1.9,3.6,20638,507,564,27,4.8,0.9,11426|12043|12193|12767|12772|12928|13713|14042|14268|16416|16923|16971|18129|19015|19211|19271|20384|20496|21824|26400|26401|68169|71436|76707|192176|211673|381232,Macf1|Bcl2|Zfp36l2|Cxcr4|Ccr2|Crk|Elk3|Ext1|Fn1|Itgb3|Sh2b3|Lrp1|Notch2|Ppard|Pten|Ptprj|Srsf5|Slc12a2|Thbd|Map2k7|Map3k1|Ndnf|Flrt3|Clasp1|Flna|Arfgef1|Mirt1,-1.5,MyList
GO Biological Processes,19,GO:0048144,fibroblast proliferation,,-3.1,3.4,4.1,20638,109,564,10,1.8,0.56,14123|14268|16416|17395|72007|78783|110355|218914|328365|338467,Fbrs|Fn1|Itgb3|Mmp9|Fndc3b|Brpf1|Grk2|Wapl|Zmiz1|Morc3,-1.5,MyList
GO Biological Processes,19,GO:0048858,cell projection morphogenesis,,-3.1,1.8,3.5,20638,723,564,35,6.2,1,11426|12043|12399|12767|14042|14268|14360|16401|16416|16880|16971|17258|17356|19211|19878|20320|21974|22284|22330|26921|29875|56177|66713|68703|71436|71955|76108|77300|99982|108655|216344|216965|228994|320150|328572,Macf1|Bcl2|Runx3|Cxcr4|Ext1|Fn1|Fyn|Itga4|Itgb3|Lifr|Lrp1|Mef2a|Afdn|Pten|Rock2|Nptn|Top2b|Usp9x|Vcl|Map4k4|Iqgap1|Olfm1|Actr2|Rere|Flrt3|Ist1|Rap2a|Raph1|Kdm1a|Foxp1|Rab21|Taok1|Ythdf1|Zdhhc17|Ep300,-1.5,MyList
GO Biological Processes,19,GO:0002287,alpha-beta T cell activation involved in immune response,,-3.1,4,4.3,20638,73,564,8,1.4,0.5,12772|16194|16364|19401|20737|20852|108655|381305,Ccr2|Il6ra|Irf4|Rara|Spn|Stat6|Foxp1|Rc3h1,-1.5,MyList
GO Biological Processes,19,GO:1903050,regulation of proteolysis involved in cellular protein catabolic process,,-3.1,2.6,3.9,20638,214,564,15,2.7,0.68,11651|12398|12795|13132|15511|18763|19211|19229|56353|93687|103573|211770|216157|232286|606496,Akt1|Cbfa2t3|Plk3|Dab2|Hspa1b|Pkd1|Pten|Ptk2b|Rybp|Csnk1a1|Xpo1|Trib1|Tmem259|Tmf1|Gsk3a,-1.5,MyList
GO Biological Processes,19,GO:1902903,regulation of supramolecular fiber organization,,-3.1,2.1,3.7,20638,381,564,22,3.9,0.82,13383|13548|13860|14159|19229|19645|19878|20742|26401|50918|66713|72754|75547|76707|102098|192176|211673|216965|225115|231637|246103|328572,Dlg1|Dyrk1a|Eps8|Fes|Ptk2b|Rb1|Rock2|Sptbn1|Map3k1|Myadm|Actr2|Arhgef10l|Akap13|Clasp1|Arhgef18|Flna|Arfgef1|Taok1|Svil|Ssh1|Atxn7|Ep300,-1.5,MyList
GO Biological Processes,19,GO:0042552,myelination,,-3.1,2.8,3.9,20638,171,564,13,2.3,0.63,11651|12767|13383|14360|17196|17936|19058|19211|19317|19401|19411|21938|84652,Akt1|Cxcr4|Dlg1|Fyn|Mbp|Nab1|Ppp3r1|Pten|Qk|Rara|Rarg|Tnfrsf1b|Fam126a,-1.5,MyList
GO Biological Processes,19,GO:0048660,regulation of smooth muscle cell proliferation,,-3.1,2.8,3.9,20638,171,564,13,2.3,0.63,11651|13653|14678|16194|16416|17261|17395|18569|19015|19211|22668|110355|211770,Akt1|Egr1|Gnai2|Il6ra|Itgb3|Mef2d|Mmp9|Pdcd4|Ppard|Pten|Sf1|Grk2|Trib1,-1.5,MyList
GO Biological Processes,19,GO:0010594,regulation of endothelial cell migration,,-3.1,2.8,3.9,20638,171,564,13,2.3,0.63,11651|13179|14182|16416|18707|19229|19878|20130|20683|24071|30955|70097|79264,Akt1|Dcn|Fgfr1|Itgb3|Pik3cd|Ptk2b|Rock2|Rras|Sp1|Synj2bp|Pik3cg|Sash1|Krit1,-1.5,MyList
KEGG Pathway,24,mmu05145,Toxoplasmosis,,-3.1,3.3,4.1,20638,110,564,10,1.8,0.56,11651|11798|12043|14678|15511|16150|16154|18033|30955|68652,Akt1|Xiap|Bcl2|Gnai2|Hspa1b|Ikbkb|Il10ra|Nfkb1|Pik3cg|Tab2,-1.5,MyList
GO Biological Processes,19,GO:1905477,positive regulation of protein localization to membrane,,-3.1,3.3,4.1,20638,110,564,10,1.8,0.56,11651|13383|14360|16409|16971|18759|20742|217124|228136|231637,Akt1|Dlg1|Fyn|Itgam|Lrp1|Prkci|Sptbn1|Ppp1r9b|Zdhhc5|Ssh1,-1.5,MyList
GO Biological Processes,19,GO:0070076,histone lysine demethylation,,-3.1,6.5,4.9,20638,28,564,5,0.89,0.39,18676|99982|225876|320595|338523,Phf2|Kdm1a|Kdm2a|Phf8|Kdm7a,-1.5,MyList
GO Biological Processes,19,GO:0016577,histone demethylation,,-3.1,6.5,4.9,20638,28,564,5,0.89,0.39,18676|99982|225876|320595|338523,Phf2|Kdm1a|Kdm2a|Phf8|Kdm7a,-1.5,MyList
GO Biological Processes,19,GO:0031365,N-terminal protein amino acid modification,,-3.1,6.5,4.9,20638,28,564,5,0.89,0.39,12914|18519|19043|74838|328572,Crebbp|Kat2b|Ppm1b|Naa15|Ep300,-1.5,MyList
GO Biological Processes,19,GO:0019722,calcium-mediated signaling,,-3.1,2.7,3.9,20638,193,564,14,2.5,0.66,12767|12772|13618|16408|18021|19058|19229|19264|19271|69181|74585|112405|207565|217124,Cxcr4|Ccr2|Ednrb|Itgal|Nfatc3|Ppp3r1|Ptk2b|Ptprc|Ptprj|Dyrk2|Sppl3|Egln1|Camkk2|Ppp1r9b,-1.4,MyList
KEGG Pathway,24,ko04380,Osteoclast differentiation,,-3,3.1,4,20638,130,564,11,2,0.58,11651|13058|14360|16150|16416|18033|18707|19058|26400|53859|68652,Akt1|Cybb|Fyn|Ikbkb|Itgb3|Nfkb1|Pik3cd|Ppp3r1|Map2k7|Map3k14|Tab2,-1.4,MyList
KEGG Pathway,24,mmu04014,Ras signaling pathway,,-3,2.5,3.8,20638,238,564,16,2.8,0.7,11651|13653|14182|16150|16653|17356|18033|18707|18782|19732|20130|20663|54354|54601|56392|320795,Akt1|Egr1|Fgfr1|Ikbkb|Kras|Afdn|Nfkb1|Pik3cd|Pla2g2d|Rgl2|Rras|Sos2|Rassf5|Foxo4|Shoc2|Pkn1,-1.4,MyList
KEGG Pathway,24,mmu04910,Insulin signaling pathway,,-3,2.9,3.9,20638,151,564,12,2.1,0.61,11651|12402|12928|14269|16150|16653|17347|18707|18759|19046|20663|104215,Akt1|Cbl|Crk|Fnbp1|Ikbkb|Kras|Mknk2|Pik3cd|Prkci|Ppp1cb|Sos2|Rhoq,-1.4,MyList
Reactome Gene Sets,6,R-MMU-4420097,VEGFA-VEGFR2 Pathway,,-3,3.6,4.2,20638,92,564,9,1.6,0.53,11651|12928|13058|14360|16416|16653|19229|19878|140579,Akt1|Crk|Cybb|Fyn|Itgb3|Kras|Ptk2b|Rock2|Elmo2,-1.4,MyList
Reactome Gene Sets,6,R-MMU-449147,Signaling by Interleukins,,-3,2.4,3.8,20638,262,564,17,3,0.72,12402|12928|14360|16150|16154|16195|16331|16880|18033|18707|19053|19229|20663|20852|26400|68652|72349,Cbl|Crk|Fyn|Ikbkb|Il10ra|Il6st|Inpp5d|Lifr|Nfkb1|Pik3cd|Ppp2cb|Ptk2b|Sos2|Stat6|Map2k7|Tab2|Dusp3,-1.4,MyList
KEGG Pathway,24,mmu04066,HIF-1 signaling pathway,,-3,3.3,4.1,20638,111,564,10,1.8,0.56,11651|12043|12914|13058|16194|17347|18033|18707|112405|328572,Akt1|Bcl2|Crebbp|Cybb|Il6ra|Mknk2|Nfkb1|Pik3cd|Egln1|Ep300,-1.4,MyList
GO Biological Processes,19,GO:0035264,multicellular organism growth,,-3,2.5,3.8,20638,217,564,15,2.7,0.68,12043|13046|13383|18129|19401|19411|20185|20496|22778|70661|74493|81004|225876|226844|328572,Bcl2|Celf1|Dlg1|Notch2|Rara|Rarg|Ncor1|Slc12a2|Ikzf1|Sik3|Tnks2|Tbl1xr1|Kdm2a|Flvcr1|Ep300,-1.4,MyList
GO Biological Processes,19,GO:0060828,regulation of canonical Wnt signaling pathway,,-3,2.4,3.8,20638,240,564,16,2.8,0.7,11798|13132|13205|13653|18033|19043|29806|50523|74493|81004|93687|103236|232341|432940|606496|621976,Xiap|Dab2|Ddx3x|Egr1|Nfkb1|Ppm1b|Limd1|Lats2|Tnks2|Tbl1xr1|Csnk1a1|Csnk1g2|Wnk1|Otulin|Gsk3a|Tmem170b,-1.4,MyList
GO Biological Processes,19,GO:0034330,cell junction organization,,-3,1.7,3.5,20638,758,564,36,6.4,1,11426|12043|13383|14042|14268|14360|15257|16150|16154|16409|16416|16582|16971|17356|18720|18759|19211|19229|19271|19878|20320|20874|22330|26364|26921|29875|52398|66713|71436|72289|72349|76707|93842|112405|192176|231637,Macf1|Bcl2|Dlg1|Ext1|Fn1|Fyn|Hipk1|Ikbkb|Il10ra|Itgam|Itgb3|Kifc3|Lrp1|Afdn|Pip5k1a|Prkci|Pten|Ptk2b|Ptprj|Rock2|Nptn|Slk|Vcl|Adgre5|Map4k4|Iqgap1|Septin11|Actr2|Flrt3|Malat1|Dusp3|Clasp1|Igsf9|Egln1|Flna|Ssh1,-1.4,MyList
